NACA 2412 - 18
 0.9810746    -0.0907732
 0.9746858    -0.0871383
 0.9632170    -0.0806543
 0.9486542    -0.0724960
 0.9317501    -0.0631286
 0.9129618    -0.0528432
 0.8926129    -0.0418492
 0.8709524    -0.0303090
 0.8481821    -0.0183537
 0.8244720    -0.0060930
 0.7999687     0.0063797
 0.7748018     0.0189830
 0.7490870     0.0316454
 0.7229295     0.0443026
 0.7149467     0.0477449
 0.7073035     0.0501816
 0.7000000     0.0516129
 0.6836500     0.0537411
 0.6543419     0.0573386
 0.6249182     0.0607253
 0.5954661     0.0638818
 0.5660677     0.0667906
 0.5368005     0.0694352
 0.5077378     0.0718006
 0.4789491     0.0738730
 0.4505011     0.0756400
 0.4224571     0.0770906
 0.3948782     0.0782136
 0.3678229     0.0789347
 0.3413476     0.0792194
 0.3155065     0.0790705
 0.2903524     0.0784939
 0.2659361     0.0774977
 0.2423068     0.0760928
 0.2195125     0.0742930
 0.1975998     0.0721140
 0.1766138     0.0695746
 0.1565988     0.0666952
 0.1375977     0.0634987
 0.1196525     0.0600095
 0.1028043     0.0562535
 0.0870931     0.0522578
 0.0725582     0.0480501
 0.0592379     0.0436584
 0.0471700     0.0391107
 0.0363913     0.0344340
 0.0269381     0.0296546
 0.0188458     0.0247967
 0.0121494     0.0198825
 0.0068832     0.0149315
 0.0030809     0.0099598
 0.0007756     0.0049798
 0.0000000     0.0000000
 0.0007756    -0.0048249
 0.0030809    -0.0093460
 0.0068832    -0.0135667
 0.0121494    -0.0174896
 0.0188458    -0.0211163
 0.0269381    -0.0244484
 0.0363913    -0.0274869
 0.0471700    -0.0302329
 0.0592379    -0.0326881
 0.0725582    -0.0348546
 0.0870931    -0.0367355
 0.1028043    -0.0383348
 0.1196525    -0.0396582
 0.1375977    -0.0407125
 0.1565988    -0.0415063
 0.1766138    -0.0420499
 0.1975998    -0.0423555
 0.2195125    -0.0424369
 0.2423068    -0.0423096
 0.2659361    -0.0419910
 0.2903524    -0.0414995
 0.3155065    -0.0408553
 0.3413476    -0.0400794
 0.3678229    -0.0391935
 0.3948782    -0.0382201
 0.4224571    -0.0371466
 0.4505011    -0.0359233
 0.4789491    -0.0345655
 0.5077378    -0.0330903
 0.5368005    -0.0315146
 0.5660677    -0.0298549
 0.5954661    -0.0281271
 0.6249182    -0.0263462
 0.6543419    -0.0245264
 0.6836500    -0.0226808
 0.6965535    -0.0218563
 0.7010588    -0.0230084
 0.7290137    -0.0301339
 0.7565672    -0.0371374
 0.7836022    -0.0439913
 0.8099899    -0.0506642
 0.8355862    -0.0571201
 0.8602272    -0.0633175
 0.8837232    -0.0692089
 0.9058478    -0.0747377
 0.9263217    -0.0798356
 0.9447817    -0.0844146
 0.9607158    -0.0883523
 0.9732856    -0.0914478
 0.9802959    -0.0931698
