xflr5 v6.58

NACA 2412 - 0
Reynolds =, 1200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.034, -1.193, -0.069,  1.000,  0.011,-0.0027,-10.6069
Cpi,Cpv
 0.4425,-0.0175
 0.3005,-0.0035
 0.2534,-0.0033
 0.2210,-0.0014
 0.1994, 0.0005
 0.1841, 0.0029
 0.1734, 0.0059
 0.1662, 0.0096
 0.1619, 0.0141
 0.1599, 0.0193
 0.1600, 0.0254
 0.1619, 0.0323
 0.1659, 0.0402
 0.1686, 0.0479
 0.1792, 0.0562
 0.1756, 0.0572
 0.1857, 0.0689
 0.1949, 0.0803
 0.2059, 0.0928
 0.2183, 0.1065
 0.2322, 0.1213
 0.2477, 0.1375
 0.2648, 0.1551
 0.2836, 0.1739
 0.3041, 0.1940
 0.3241, 0.2138
 0.3487, 0.2383
 0.3785, 0.2679
 0.4119, 0.3013
 0.4489, 0.3385
 0.4894, 0.3795
 0.5333, 0.4240
 0.5803, 0.4722
 0.6302, 0.5239
 0.6828, 0.5789
 0.7373, 0.6369
 0.7929, 0.6975
 0.8482, 0.7596
 0.9011, 0.8221
 0.9482, 0.8825
 0.9841, 0.9373
 1.0000, 0.9799
 0.9808, 0.9999
 0.9008, 0.9780
 0.7145, 0.8803
 0.3396, 0.6430
-0.3739, 0.1507
-1.6890,-0.8077
-3.9958,-2.5490
-7.5332,-5.3024
-11.4986,-8.4826
-14.1055,-10.6069
-13.7796,-10.2833
-11.7956,-9.7156
-9.6626,-8.6854
-7.8908,-6.4314
-6.5186,-5.2437
-5.4677,-4.4325
-4.6546,-3.8013
-4.0149,-3.2950
-3.5021,-2.8828
-3.0835,-2.5422
-2.7362,-2.2567
-2.4435,-2.0139
-2.1937,-1.8050
-1.9779,-1.6232
-1.7895,-1.4635
-1.6238,-1.3220
-1.4767,-1.1957
-1.3455,-1.0824
-1.2279,-0.9802
-1.1221,-0.8877
-1.0268,-0.8037
-0.9410,-0.7272
-0.8640,-0.6574
-0.7984,-0.5939
-0.7419,-0.5351
-0.6815,-0.4784
-0.6238,-0.4246
-0.5687,-0.3741
-0.5164,-0.3270
-0.4668,-0.2834
-0.4197,-0.2437
-0.3749,-0.2078
-0.3321,-0.1759
-0.2917,-0.1480
-0.2682,-0.1341
-0.2525,-0.1241
-0.2141,-0.1043
-0.1772,-0.0895
-0.1409,-0.0817
-0.1050,-0.0740
-0.0689,-0.0658
-0.0323,-0.0575
 0.0056,-0.0496
 0.0456,-0.0421
 0.0889,-0.0353
 0.1374,-0.0292
 0.1961,-0.0239
 0.2670,-0.0198
 0.4425,-0.0175


Reynolds =, 1200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-14.000,    0.027, -1.191, -0.064,  1.000,  0.012,-0.0018,-10.0439
Cpi,Cpv
 0.4381, 0.0746
 0.2929, 0.0744
 0.2439, 0.0667
 0.2096, 0.0596
 0.1862, 0.0534
 0.1692, 0.0487
 0.1568, 0.0455
 0.1480, 0.0439
 0.1420, 0.0436
 0.1384, 0.0447
 0.1369, 0.0470
 0.1371, 0.0505
 0.1395, 0.0552
 0.1405, 0.0600
 0.1506, 0.0669
 0.1458, 0.0666
 0.1543, 0.0756
 0.1618, 0.0845
 0.1711, 0.0947
 0.1818, 0.1061
 0.1939, 0.1187
 0.2076, 0.1328
 0.2229, 0.1482
 0.2398, 0.1650
 0.2585, 0.1831
 0.2764, 0.2009
 0.2991, 0.2234
 0.3272, 0.2511
 0.3590, 0.2828
 0.3947, 0.3184
 0.4341, 0.3577
 0.4770, 0.4009
 0.5236, 0.4479
 0.5735, 0.4986
 0.6266, 0.5530
 0.6825, 0.6106
 0.7404, 0.6713
 0.7994, 0.7341
 0.8578, 0.7982
 0.9129, 0.8610
 0.9603, 0.9198
 0.9926, 0.9685
 0.9974, 0.9975
 0.9528, 0.9890
 0.8195, 0.9115
 0.5259, 0.7053
-0.0605, 0.2611
-1.1755,-0.6225
-3.1778,-2.2528
-6.3150,-4.8654
-9.9235,-7.9312
-12.4047,-10.0439
-12.2753,-9.8386
-10.6067,-9.2177
-8.7515,-8.4178
-7.1881,-6.2224
-5.9664,-5.0914
-5.0245,-4.3209
-4.2920,-3.7189
-3.7131,-3.2346
-3.2473,-2.8394
-2.8657,-2.5123
-2.5481,-2.2377
-2.2797,-2.0041
-2.0499,-1.8029
-1.8509,-1.6277
-1.6768,-1.4736
-1.5232,-1.3371
-1.3867,-1.2154
-1.2647,-1.1061
-1.1551,-1.0076
-1.0563,-0.9186
-0.9672,-0.8378
-0.8870,-0.7645
-0.8149,-0.6980
-0.7536,-0.6382
-0.7010,-0.5833
-0.6442,-0.5294
-0.5899,-0.4778
-0.5380,-0.4285
-0.4886,-0.3817
-0.4417,-0.3372
-0.3972,-0.2949
-0.3547,-0.2548
-0.3142,-0.2169
-0.2758,-0.1809
-0.2534,-0.1616
-0.2385,-0.1472
-0.2020,-0.1157
-0.1669,-0.0863
-0.1322,-0.0592
-0.0979,-0.0346
-0.0633,-0.0125
-0.0282, 0.0071
 0.0083, 0.0240
 0.0469, 0.0384
 0.0889, 0.0502
 0.1361, 0.0597
 0.1936, 0.0669
 0.2636, 0.0720
 0.4381, 0.0746


Reynolds =, 1200000,Mach =,    0,NCrit =, 9.0
