xflr5 v6.58

NACA 2412 - 18
Reynolds =, 1100000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.028, -0.333, -0.199,  0.814,  0.021, 0.0142,-5.7703
Cpi,Cpv
 0.4299, 0.1052
 0.2313, 0.0966
 0.1437, 0.0797
 0.0665, 0.0549
-0.0007, 0.0205
-0.0639,-0.0258
-0.1258,-0.0864
-0.1887,-0.1652
-0.2553,-0.2702
-0.3291,-0.4226
-0.4155,-0.6548
-0.5296,-0.6521
-0.6766,-0.6433
-1.1660,-0.6189
-1.5991,-0.6184
-1.7270,-0.8125
-1.3729,-0.7679
-0.8861,-0.5518
-0.6814,-0.4446
-0.5716,-0.3800
-0.4988,-0.3333
-0.4440,-0.2956
-0.3996,-0.2631
-0.3615,-0.2336
-0.3275,-0.2061
-0.2964,-0.1799
-0.2670,-0.1547
-0.2430,-0.1322
-0.2148,-0.1055
-0.1811,-0.0736
-0.1442,-0.0380
-0.1039, 0.0011
-0.0602, 0.0438
-0.0128, 0.0904
 0.0384, 0.1408
 0.0937, 0.1954
 0.1533, 0.2543
 0.2175, 0.3177
 0.2865, 0.3856
 0.3606, 0.4580
 0.4397, 0.5351
 0.5241, 0.6160
 0.6132, 0.7008
 0.7061, 0.7864
 0.8003, 0.8704
 0.8904, 0.9440
 0.9651, 0.9932
 1.0000, 0.9872
 0.9442, 0.8652
 0.6933, 0.5058
 0.0569,-0.2984
-1.1933,-1.7766
-2.9652,-3.7517
-4.5696,-5.4119
-5.0849,-5.7703
-4.7288,-5.1726
-4.0991,-4.8765
-3.4841,-4.5468
-2.9616,-3.3290
-2.5343,-2.7691
-2.1861,-2.3968
-1.8998,-2.0924
-1.6612,-1.8356
-1.4595,-1.6169
-1.2864,-1.4288
-1.1359,-1.2652
-1.0034,-1.1214
-0.8856,-0.9936
-0.7799,-0.8791
-0.6841,-0.7756
-0.5967,-0.6814
-0.5165,-0.5950
-0.4426,-0.5154
-0.3740,-0.4416
-0.3102,-0.3729
-0.2508,-0.3088
-0.1953,-0.2486
-0.1453,-0.1923
-0.0993,-0.1383
-0.0488,-0.0839
 0.0022,-0.0309
 0.0541, 0.0196
 0.1076, 0.0663
 0.1636, 0.1073
 0.2242, 0.1409
 0.2929, 0.1656
 0.3799, 0.1786
 0.5024, 0.1827
 0.7593, 0.1848
 0.5949, 0.1885
 0.4228, 0.2128
 0.3605, 0.2213
 0.3167, 0.2196
 0.2874, 0.2112
 0.2666, 0.1989
 0.2524, 0.1848
 0.2436, 0.1705
 0.2399, 0.1569
 0.2417, 0.1445
 0.2504, 0.1333
 0.2695, 0.1234
 0.3051, 0.1155
 0.4299, 0.1052


Reynolds =, 1100000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-14.000,    0.027, -0.229, -0.204,  0.813,  0.024, 0.0152,-4.9605
Cpi,Cpv
 0.4298, 0.0773
 0.2289, 0.0688
 0.1396, 0.0524
 0.0603, 0.0286
-0.0089,-0.0038
-0.0744,-0.0469
-0.1386,-0.1036
-0.2041,-0.1783
-0.2735,-0.2791
-0.3506,-0.4276
-0.4407,-0.6674
-0.5595,-0.6643
-0.7124,-0.6549
-1.2167,-0.6299
-1.6619,-0.6280
-1.7947,-0.8192
-1.4335,-0.7838
-0.9367,-0.5746
-0.7300,-0.4722
-0.6205,-0.4112
-0.5488,-0.3675
-0.4955,-0.3325
-0.4529,-0.3027
-0.4169,-0.2759
-0.3852,-0.2510
-0.3564,-0.2275
-0.3296,-0.2051
-0.3088,-0.1856
-0.2835,-0.1617
-0.2527,-0.1326
-0.2188,-0.0999
-0.1814,-0.0635
-0.1406,-0.0234
-0.0961, 0.0206
-0.0477, 0.0687
 0.0048, 0.1210
 0.0618, 0.1778
 0.1236, 0.2393
 0.1905, 0.3058
 0.2628, 0.3774
 0.3408, 0.4543
 0.4250, 0.5362
 0.5154, 0.6236
 0.6117, 0.7139
 0.7127, 0.8066
 0.8153, 0.8943
 0.9115, 0.9672
 0.9834, 1.0000
 0.9915, 0.9425
 0.8502, 0.6911
 0.3950, 0.0582
-0.5928,-1.1783
-2.0921,-2.9232
-3.5461,-4.4822
-4.1238,-4.9605
-3.9343,-4.5553
-3.4684,-4.1581
-2.9836,-3.9848
-2.5590,-2.9682
-2.2049,-2.4816
-1.9121,-2.1599
-1.6686,-1.8945
-1.4637,-1.6683
-1.2889,-1.4740
-1.1378,-1.3058
-1.0055,-1.1587
-0.8883,-1.0287
-0.7834,-0.9128
-0.6887,-0.8084
-0.6025,-0.7137
-0.5235,-0.6272
-0.4506,-0.5478
-0.3831,-0.4743
-0.3202,-0.4061
-0.2615,-0.3426
-0.2066,-0.2832
-0.1552,-0.2274
-0.1089,-0.1754
-0.0661,-0.1256
-0.0187,-0.0739
 0.0293,-0.0218
 0.0785, 0.0303
 0.1293, 0.0819
 0.1829, 0.1317
 0.2412, 0.1779
 0.3074, 0.2180
 0.3920, 0.2494
 0.5115, 0.2697
 0.7636, 0.2729
 0.6022, 0.2771
 0.4326, 0.2809
 0.3707, 0.2712
 0.3268, 0.2534
 0.2971, 0.2317
 0.2757, 0.2091
 0.2607, 0.1875
 0.2511, 0.1678
 0.2464, 0.1500
 0.2472, 0.1341
 0.2548, 0.1197
 0.2726, 0.1062
 0.3069, 0.0944
 0.4298, 0.0773


Reynolds =, 1100000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-13.000,    0.027, -0.130, -0.204,  0.813,  0.029, 0.0159,-4.1427
Cpi,Cpv
 0.4300, 0.0535
 0.2270, 0.0451
 0.1359, 0.0290
 0.0547, 0.0061
-0.0165,-0.0248
-0.0842,-0.0656
-0.1508,-0.1193
-0.2189,-0.1905
-0.2911,-0.2876
-0.3714,-0.4322
-0.4652,-0.6769
