xflr5 v6.58

NACA 2412 - 06
Reynolds =,  900000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.025, -0.916, -0.114,  0.874,  0.015, 0.0036,-8.7418
Cpi,Cpv
 0.4298, 0.1226
 0.2671, 0.1100
 0.2063, 0.0808
 0.1594, 0.0585
 0.1234, 0.0406
 0.0936, 0.0266
 0.0677, 0.0075
 0.0445,-0.0634
 0.0227,-0.0935
 0.0013,-0.1084
-0.0212,-0.1247
-0.0485,-0.1438
-0.0817,-0.1685
-0.1886,-0.2362
-0.2718,-0.2817
-0.2940,-0.2954
-0.2263,-0.2602
-0.1167,-0.1753
-0.0599,-0.1190
-0.0258,-0.0843
 0.0009,-0.0567
 0.0243,-0.0326
 0.0463,-0.0100
 0.0679, 0.0121
 0.0897, 0.0341
 0.1120, 0.0565
 0.1351, 0.0791
 0.1564, 0.1007
 0.1825, 0.1267
 0.2139, 0.1579
 0.2489, 0.1927
 0.2877, 0.2313
 0.3301, 0.2736
 0.3762, 0.3197
 0.4260, 0.3695
 0.4793, 0.4231
 0.5362, 0.4805
 0.5963, 0.5414
 0.6592, 0.6057
 0.7243, 0.6727
 0.7904, 0.7420
 0.8554, 0.8112
 0.9160, 0.8787
 0.9665, 0.9388
 0.9970, 0.9842
 0.9897, 0.9995
 0.9125, 0.9577
 0.7053, 0.8071
 0.2558, 0.4514
-0.6400,-0.2888
-2.3015,-1.6942
-4.9766,-3.9970
-8.1473,-6.7632
-10.4340,-8.7418
-10.4819,-8.6756
-9.1464,-7.9752
-7.5963,-7.7367
-6.2665,-5.7130
-5.2158,-4.5691
-4.3989,-3.8681
-3.7592,-3.3297
-3.2505,-2.8940
-2.8389,-2.5359
-2.5000,-2.2376
-2.2164,-1.9857
-1.9756,-1.7703
-1.7685,-1.5839
-1.5881,-1.4208
-1.4296,-1.2767
-1.2890,-1.1484
-1.1633,-1.0334
-1.0503,-0.9296
-0.9482,-0.8356
-0.8556,-0.7501
-0.7713,-0.6721
-0.6946,-0.6007
-0.6250,-0.5353
-0.5645,-0.4756
-0.5113,-0.4200
-0.4537,-0.3658
-0.3976,-0.3141
-0.3426,-0.2652
-0.2886,-0.2193
-0.2349,-0.1768
-0.1805,-0.1379
-0.1236,-0.1028
-0.0571,-0.0718
 0.0180,-0.0452
 0.2257,-0.0310
 0.0806,-0.0278
 0.0257,-0.0140
 0.0154,-0.0001
 0.0173, 0.0140
 0.0262, 0.0281
 0.0396, 0.0421
 0.0565, 0.0558
 0.0768, 0.0690
 0.1008, 0.0815
 0.1293, 0.0931
 0.1640, 0.1034
 0.2095, 0.1122
 0.2690, 0.1190
 0.4298, 0.1226


Reynolds =,  900000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-14.000,    0.022, -0.833, -0.116,  0.861,  0.017, 0.0043,-7.7627
Cpi,Cpv
 0.4269, 0.1509
 0.2611, 0.1325
 0.1984, 0.0981
 0.1494, 0.0705
 0.1115, 0.0478
 0.0797, 0.0303
 0.0518, 0.0155
 0.0266,-0.0199
 0.0027,-0.1163
-0.0209,-0.1302
-0.0458,-0.1445
-0.0757,-0.1612
-0.1119,-0.1836
-0.2243,-0.2507
-0.3107,-0.2973
-0.3341,-0.3127
-0.2648,-0.2787
-0.1533,-0.1959
-0.0971,-0.1419
-0.0642,-0.1094
-0.0390,-0.0839
-0.0173,-0.0618
 0.0029,-0.0413
 0.0226,-0.0214
 0.0424,-0.0015
 0.0627, 0.0187
 0.0837, 0.0391
 0.1026, 0.0583
 0.1264, 0.0821
 0.1557, 0.1110
 0.1887, 0.1438
 0.2256, 0.1804
 0.2663, 0.2209
 0.3109, 0.2652
 0.3594, 0.3135
 0.4118, 0.3659
 0.4682, 0.4224
 0.5284, 0.4829
 0.5922, 0.5473
 0.6593, 0.6155
 0.7286, 0.6864
 0.7990, 0.7597
 0.8677, 0.8324
 0.9305, 0.9018
 0.9794, 0.9604
 1.0000, 0.9966
 0.9655, 0.9866
 0.8253, 0.8868
 0.4825, 0.6105
-0.2424, 0.0000
-1.6391,-1.2084
-3.9583,-3.2431
-6.7987,-5.7690
-8.9512,-7.6648
-9.1519,-7.7627
-8.0837,-7.0071
-6.7747,-6.7489
-5.6281,-5.6442
-4.7110,-4.2746
-3.9916,-3.5752
-3.4245,-3.0870
-2.9709,-2.6952
-2.6021,-2.3708
-2.2970,-2.0988
-2.0407,-1.8680
-1.8222,-1.6697
-1.6335,-1.4974
-1.4688,-1.3462
-1.3235,-1.2123
-1.1942,-1.0928
-1.0784,-0.9854
-0.9740,-0.8883
-0.8794,-0.8001
-0.7933,-0.7197
-0.7149,-0.6463
-0.6435,-0.5791
-0.5785,-0.5175
-0.5222,-0.4614
-0.4725,-0.4093
-0.4185,-0.3575
-0.3657,-0.3073
-0.3137,-0.2590
-0.2625,-0.2126
-0.2115,-0.1683
-0.1595,-0.1262
-0.1050,-0.0865
-0.0409,-0.0496
 0.0320,-0.0161
 0.2363, 0.0039
 0.0929, 0.0036
 0.0377, 0.0119
 0.0264, 0.0218
 0.0271, 0.0331
 0.0347, 0.0455
 0.0468, 0.0588
 0.0625, 0.0726
 0.0815, 0.0867
 0.1042, 0.1006
 0.1314, 0.1140
 0.1648, 0.1265
 0.2090, 0.1375
 0.2674, 0.1463
 0.4269, 0.1509


Reynolds =,  900000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-13.000,    0.019, -0.738, -0.116,  0.852,  0.019, 0.0049,-6.8383
Cpi,Cpv
 0.4242, 0.1685
 0.2555, 0.1464
 0.1909, 0.1084
 0.1400, 0.0770
 0.1001, 0.0508
 0.0663, 0.0304
 0.0365, 0.0160
