xflr5 v6.58

NACA 2412 - 27
Reynolds =, 1200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.048, -0.053, -0.228,  0.765,  0.027, 0.0197,-4.4464
Cpi,Cpv
 0.4519,-0.1037
 0.2340,-0.1086
 0.1285,-0.1178
 0.0296,-0.1303
-0.0613,-0.1463
-0.1510,-0.1662
-0.2427,-0.1912
-0.3399,-0.2229
-0.4467,-0.2643
-0.5695,-0.3212
-0.7182,-0.4057
-0.9208,-0.5525
-1.1889,-0.8975
-2.1160,-0.8726
-3.0603,-0.8459
-3.3315,-0.9002
-2.5446,-0.9681
-1.6280,-0.7050
-1.2604,-0.5847
-1.0698,-0.5105
-0.9489,-0.4580
-0.8619,-0.4164
-0.7950,-0.3812
-0.7406,-0.3501
-0.6949,-0.3215
-0.6554,-0.2949
-0.6205,-0.2698
-0.5946,-0.2483
-0.5651,-0.2224
-0.5305,-0.1914
-0.4935,-0.1568
-0.4538,-0.1187
-0.4113,-0.0771
-0.3658,-0.0317
-0.3170, 0.0176
-0.2645, 0.0711
-0.2079, 0.1290
-0.1470, 0.1916
-0.0811, 0.2590
-0.0099, 0.3316
 0.0674, 0.4095
 0.1514, 0.4930
 0.2430, 0.5814
 0.3433, 0.6749
 0.4530, 0.7705
 0.5726, 0.8649
 0.7007, 0.9471
 0.8313, 0.9971
 0.9467, 0.9690
 0.9999, 0.7700
 0.8842, 0.2244
 0.4188,-0.8783
-0.4909,-2.4790
-1.5558,-3.9447
-2.1679,-4.4464
-2.2526,-4.1265
-2.0841,-3.7106
-1.8461,-3.5193
-1.6115,-2.7588
-1.4017,-2.2406
-1.2194,-1.9388
-1.0618,-1.6936
-0.9247,-1.4836
-0.8043,-1.3019
-0.6975,-1.1435
-0.6017,-1.0042
-0.5150,-0.8803
-0.4358,-0.7691
-0.3628,-0.6684
-0.2951,-0.5762
-0.2320,-0.4914
-0.1728,-0.4126
-0.1170,-0.3390
-0.0642,-0.2697
-0.0140,-0.2040
 0.0337,-0.1413
 0.0794,-0.0809
 0.1216,-0.0229
 0.1617, 0.0345
 0.2061, 0.0933
 0.2519, 0.1505
 0.2994, 0.2026
 0.3493, 0.2449
 0.4027, 0.2729
 0.4614, 0.2799
 0.5291, 0.2855
 0.6132, 0.2927
 0.7417, 0.3000
 0.9162, 0.3023
 0.8358, 0.3032
 0.6399, 0.3179
 0.5700, 0.3401
 0.5112, 0.3566
 0.4673, 0.3459
 0.4316, 0.3178
 0.4024, 0.2783
 0.3785, 0.2323
 0.3594, 0.1834
 0.3454, 0.1328
 0.3377, 0.0806
 0.3391, 0.0250
 0.3572,-0.0316
 0.4519,-0.1037


Reynolds =, 1200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-14.000,    0.048,  0.041, -0.229,  0.767,  0.031, 0.0208,-3.6727
Cpi,Cpv
 0.4538,-0.1331
 0.2344,-0.1381
 0.1275,-0.1474
 0.0269,-0.1600
-0.0660,-0.1759
-0.1578,-0.1957
-0.2520,-0.2203
-0.3519,-0.2511
-0.4619,-0.2910
-0.5884,-0.3448
-0.7416,-0.4230
-0.9502,-0.5557
-1.2262,-0.8729
-2.1754,-0.8478
-3.1413,-0.8214
-3.4217,-0.8694
-2.6214,-0.9562
-1.6883,-0.7121
-1.3170,-0.6020
-1.1259,-0.5339
-1.0057,-0.4861
-0.9202,-0.4484
-0.8550,-0.4167
-0.8029,-0.3889
-0.7596,-0.3636
-0.7229,-0.3402
-0.6909,-0.3183
-0.6686,-0.3001
-0.6426,-0.2776
-0.6115,-0.2497
-0.5780,-0.2184
-0.5421,-0.1834
-0.5034,-0.1449
-0.4618,-0.1025
-0.4170,-0.0562
-0.3686,-0.0056
-0.3162, 0.0495
-0.2596, 0.1095
-0.1981, 0.1745
-0.1313, 0.2451
-0.0585, 0.3215
 0.0213, 0.4043
 0.1090, 0.4931
 0.2061, 0.5890
 0.3140, 0.6894
 0.4343, 0.7937
 0.5679, 0.8930
 0.7132, 0.9733
 0.8600, 0.9975
 0.9762, 0.8886
 0.9781, 0.4931
 0.7036,-0.3927
 0.0213,-1.7671
-0.8822,-3.1125
-1.4891,-3.6727
-1.6641,-3.5056
-1.6006,-3.1047
-1.4523,-2.8846
-1.2883,-2.6729
-1.1330,-1.9787
-0.9930,-1.7050
-0.8687,-1.4993
-0.7583,-1.3208
-0.6596,-1.1635
-0.5706,-1.0246
-0.4898,-0.9012
-0.4158,-0.7907
-0.3474,-0.6909
-0.2838,-0.5999
-0.2243,-0.5163
-0.1683,-0.4390
-0.1154,-0.3670
-0.0652,-0.2995
-0.0174,-0.2359
 0.0283,-0.1754
 0.0721,-0.1177
 0.1141,-0.0621
 0.1530,-0.0086
 0.1902, 0.0445
 0.2318, 0.1004
 0.2749, 0.1572
 0.3199, 0.2124
 0.3674, 0.2624
 0.4185, 0.3021
 0.4750, 0.3267
 0.5403, 0.3307
 0.6221, 0.3359
 0.7473, 0.3422
 0.9180, 0.3442
 0.8394, 0.3451
 0.6474, 0.3603
 0.5785, 0.3846
 0.5203, 0.3841
 0.4766, 0.3612
 0.4409, 0.3227
 0.4114, 0.2755
 0.3870, 0.2247
 0.3673, 0.1727
 0.3526, 0.1201
 0.3440, 0.0661
 0.3444, 0.0081
 0.3613,-0.0513
 0.4538,-0.1331


Reynolds =, 1200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-13.000,    0.049,  0.114, -0.227,  0.769,  0.039, 0.0217,-3.0362
Cpi,Cpv
 0.4559,-0.1707
 0.2353,-0.1756
 0.1270,-0.1847
 0.0247,-0.1969
-0.0700,-0.2123
-0.1640,-0.2313
-0.2605,-0.2547
-0.3632,-0.2836
-0.4763,-0.3203
-0.6065,-0.3687
-0.7641,-0.4373
-0.9787,-0.5506
-1.2625,-0.7932
-2.2333,-0.7686
-3.2206,-0.7434
-3.5102,-0.7763
-2.6968,-0.8903
-1.7477,-0.6852
-1.3729,-0.5937
-1.1814,-0.5359
-1.0620,-0.4954
-0.9781,-0.4634
-0.9150,-0.4367
-0.8651,-0.4132
-0.8245,-0.3919
-0.7906,-0.3724
-0.7618,-0.3542
-0.7431,-0.3398
-0.7209,-0.3209
-0.6936,-0.2967
-0.6640,-0.2688
-0.6320,-0.2374
-0.5974,-0.2022
-0.5601,-0.1633
-0.5197,-0.1203
-0.4759,-0.0730
-0.4284,-0.0211
-0.3767, 0.0358
-0.3204, 0.0979
-0.2589, 0.1658
-0.1916, 0.2399
-0.1174, 0.3207
-0.0353, 0.4090
 0.0564, 0.5045
 0.1597, 0.6084
 0.2771, 0.7176
 0.4112, 0.8298
 0.5640, 0.9315
 0.7323, 0.9961
 0.8974, 0.9580
 0.9980, 0.6850
 0.8935,-0.0234
 0.4265,-1.2017
-0.3105,-2.4425
-0.8907,-3.0362
-1.1328,-2.9964
-1.1568,-2.6886
-1.0865,-2.4154
-0.9852,-2.2651
-0.8790,-1.9102
-0.7777,-1.5166
-0.6840,-1.3321
-0.5983,-1.1800
-0.5199,-1.0444
-0.4478,-0.9226
-0.3811,-0.8131
-0.3191,-0.7141
-0.2610,-0.6241
-0.2064,-0.5416
-0.1547,-0.4654
-0.1056,-0.3947
-0.0588,-0.3286
-0.0140,-0.2665
 0.0290,-0.2077
 0.0704,-0.1518
 0.1102,-0.0984
 0.1486,-0.0471
 0.1844, 0.0021
 0.2187, 0.0509
 0.2575, 0.1035
 0.2980, 0.1582
 0.3405, 0.2144
 0.3857, 0.2699
 0.4344, 0.3202
 0.4886, 0.3591
 0.5517, 0.3810
 0.6310, 0.3829
 0.7531, 0.3879
 0.9198, 0.3896
 0.8430, 0.3905
 0.6550, 0.4077
 0.5872, 0.4236
 0.5297, 0.4071
 0.4862, 0.3692
 0.4504, 0.3193
 0.4207, 0.2648
 0.3959, 0.2099
 0.3756, 0.1558
 0.3602, 0.1015
 0.3507, 0.0458
 0.3500,-0.0147
 0.3657,-0.0766
 0.4559,-0.1707


