xflr5 v6.58

NACA 2412 - 30
Reynolds =, 1000000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.065, -0.031, -0.223,  0.767,  0.029, 0.0214,-4.2286
Cpi,Cpv
 0.4631,-0.1562
 0.2405,-0.1607
 0.1298,-0.1692
 0.0243,-0.1806
-0.0741,-0.1951
-0.1725,-0.2131
-0.2743,-0.2356
-0.3833,-0.2640
-0.5044,-0.3009
-0.6448,-0.3513
-0.8163,-0.4256
-1.0524,-0.5537
-1.3669,-0.7454
-2.4678,-0.7250
-3.6451,-0.7001
-3.9813,-0.7144
-2.9937,-0.8519
-1.9054,-0.6450
-1.4737,-0.5502
-1.2515,-0.4874
-1.1120,-0.4419
-1.0127,-0.4050
-0.9372,-0.3732
-0.8767,-0.3447
-0.8265,-0.3183
-0.7840,-0.2934
-0.7471,-0.2698
-0.7205,-0.2495
-0.6907,-0.2248
-0.6559,-0.1948
-0.6190,-0.1613
-0.5798,-0.1241
-0.5382,-0.0833
-0.4939,-0.0388
-0.4464, 0.0098
-0.3956, 0.0625
-0.3411, 0.1196
-0.2823, 0.1814
-0.2190, 0.2482
-0.1504, 0.3201
-0.0760, 0.3974
 0.0052, 0.4805
 0.0942, 0.5686
 0.1923, 0.6622
 0.3011, 0.7582
 0.4223, 0.8540
 0.5568, 0.9391
 0.7032, 0.9946
 0.8519, 0.9768
 0.9722, 0.7966
 0.9824, 0.2842
 0.7234,-0.7666
 0.0637,-2.3072
-0.8177,-3.7296
-1.4146,-4.2286
-1.5904,-3.9269
-1.5316,-3.5233
-1.3884,-3.3431
-1.2288,-2.8379
-1.0770,-2.1605
-0.9398,-1.8508
-0.8175,-1.6159
-0.7087,-1.4149
-0.6112,-1.2397
-0.5231,-1.0861
-0.4430,-0.9503
-0.3695,-0.8291
-0.3014,-0.7198
-0.2380,-0.6204
-0.1786,-0.5290
-0.1227,-0.4444
-0.0697,-0.3654
-0.0194,-0.2910
 0.0287,-0.2203
 0.0747,-0.1527
 0.1189,-0.0875
 0.1614,-0.0242
 0.2010, 0.0368
 0.2391, 0.0958
 0.2815, 0.1521
 0.3253, 0.2001
 0.3711, 0.2347
 0.4193, 0.2492
 0.4711, 0.2545
 0.5282, 0.2625
 0.5940, 0.2706
 0.6746, 0.2785
 0.7997, 0.2861
 0.9396, 0.2883
 0.8918, 0.2886
 0.6965, 0.3018
 0.6292, 0.3186
 0.5685, 0.3445
 0.5223, 0.3541
 0.4836, 0.3391
 0.4510, 0.3060
 0.4234, 0.2596
 0.4004, 0.2044
