xflr5 v6.58

NACA 2412 - 09
Reynolds =, 1100000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.020, -0.756, -0.141,  0.800,  0.016, 0.0065,-7.9734
Cpi,Cpv
 0.4267, 0.1763
 0.2541, 0.1513
 0.1865, 0.1098
 0.1320, 0.0731
 0.0885, 0.0404
 0.0507, 0.0116
 0.0165,-0.0134
-0.0158,-0.0341
-0.0476,-0.0491
-0.0805,-0.0786
-0.1167,-0.2791
-0.1621,-0.3259
-0.2186,-0.3343
-0.4003,-0.3644
-0.5436,-0.4517
-0.5854,-0.4983
-0.4697,-0.4380
-0.2855,-0.3016
-0.1989,-0.2225
-0.1491,-0.1756
-0.1128,-0.1402
-0.0828,-0.1105
-0.0560,-0.0838
-0.0308,-0.0588
-0.0064,-0.0344
 0.0179,-0.0103
 0.0425, 0.0137
 0.0645, 0.0360
 0.0912, 0.0627
 0.1232, 0.0945
 0.1589, 0.1300
 0.1983, 0.1692
 0.2414, 0.2121
 0.2882, 0.2587
 0.3388, 0.3092
 0.3933, 0.3635
 0.4516, 0.4218
 0.5136, 0.4840
 0.5792, 0.5499
 0.6479, 0.6194
 0.7189, 0.6913
 0.7908, 0.7651
 0.8612, 0.8380
 0.9258, 0.9070
 0.9767, 0.9643
 1.0000, 0.9978
 0.9692, 0.9833
 0.8345, 0.8759
 0.5008, 0.5872
-0.2088,-0.0438
-1.5798,-1.2842
-3.8597,-3.3634
-6.6557,-5.9337
-8.7767,-7.8604
-8.9772,-7.9734
-7.9275,-7.1825
-6.6392,-6.8984
-5.5100,-5.3570
-4.6062,-4.2320
-3.8969,-3.5854
-3.3373,-3.0913
-2.8894,-2.6898
-2.5249,-2.3580
-2.2232,-2.0805
-1.9695,-1.8454
-1.7530,-1.6436
-1.5659,-1.4684
-1.4023,-1.3145
-1.2579,-1.1782
-1.1292,-1.0564
-1.0137,-0.9468
-0.9094,-0.8476
-0.8147,-0.7573
-0.7283,-0.6749
-0.6494,-0.5993
-0.5772,-0.5299
-0.5112,-0.4660
-0.4534,-0.4075
-0.4018,-0.3528
-0.3459,-0.2983
-0.2908,-0.2454
-0.2362,-0.1943
-0.1819,-0.1453
-0.1269,-0.0988
-0.0699,-0.0553
-0.0085,-0.0153
 0.0662, 0.0205
 0.1567, 0.0510
 0.4071, 0.0669
 0.2296, 0.0668
 0.1360, 0.0721
 0.1076, 0.0772
 0.0952, 0.0830
 0.0924, 0.0898
 0.0958, 0.0979
 0.1038, 0.1072
 0.1160, 0.1175
 0.1324, 0.1286
 0.1538, 0.1401
 0.1817, 0.1516
 0.2205, 0.1624
 0.2741, 0.1716
